Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_00802_group_5901,sp|Q04385|YGXA_BACSU Uncharacterized protein YgxA OS=Bacillus subtilis (strain 168) OX=224308 GN=ygxA PE=4 SV=2,84.3,293,46
OFBKKLGO_00809_thiC,sp|A7Z2P5|THIC_BACVZ Phosphomethylpyrimidine synthase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=thiC PE=3 SV=1,97.1,590,17
OFBKKLGO_00817_katA_1,sp|P26901|CATA_BACSU Vegetative catalase OS=Bacillus subtilis (strain 168) OX=224308 GN=katA PE=1 SV=5,94.8,481,25
OFBKKLGO_00819_ssuB_1,sp|P97027|SSUB_BACSU Aliphatic sulfonates import ATP-binding protein SsuB OS=Bacillus subtilis (strain 168) OX=224308 GN=ssuB PE=1 SV=4,82.4,255,45
OFBKKLGO_00820_ssuA,sp|P40400|SSUA_BACSU Putative aliphatic sulfonates-binding protein OS=Bacillus subtilis (strain 168) OX=224308 GN=ssuA PE=2 SV=1,77.6,322,72
OFBKKLGO_00821_ssuC_1,sp|P40401|SSUC_BACSU Putative aliphatic sulfonates transport permease protein SsuC OS=Bacillus subtilis (strain 168) OX=224308 GN=ssuC PE=2 SV=1,79.5,278,53
OFBKKLGO_00826_group_841,sp|C0H3X9|YGZD_BACSU Uncharacterized HTH-type transcriptional regulator YgzD OS=Bacillus subtilis (strain 168) OX=224308 GN=ygzD PE=4 SV=1,81.5,65,12
OFBKKLGO_00829_group_2737,sp|O31589|YHBB_BACSU Uncharacterized protein YhbB OS=Bacillus subtilis (strain 168) OX=224308 GN=yhbB PE=4 SV=3,81.0,305,56
OFBKKLGO_00830_trmL,sp|O31590|TRML_BACSU Putative tRNA (cytidine(34)-2'-O)-methyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=cspR PE=3 SV=2,92.3,156,12
OFBKKLGO_00832_group_639,sp|P39132|YHBE_BACSU Uncharacterized protein YhbE OS=Bacillus subtilis (strain 168) OX=224308 GN=yhbE PE=4 SV=2,74.3,237,61
OFBKKLGO_00835_group_4509,sp|P39134|PRKA_BACSU Protein PrkA OS=Bacillus subtilis (strain 168) OX=224308 GN=prkA PE=3 SV=1,97.1,631,18
OFBKKLGO_00836_group_16002,sp|A7Z2R4|Y926_BACVZ UPF0229 protein RBAM_009260 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_009260 PE=3 SV=1,99.0,392,4
OFBKKLGO_00837_group_3496,sp|O31592|YHBI_BACSU Uncharacterized HTH-type transcriptional regulator YhbI OS=Bacillus subtilis (strain 168) OX=224308 GN=yhbI PE=4 SV=1,78.8,151,32
OFBKKLGO_00838_aaeA,sp|O31593|YHBJ_BACSU Putative efflux system component YhbJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yhbJ PE=3 SV=1,88.6,210,24
OFBKKLGO_00839_emrB_2,sp|P54585|YHCA_BACSU Uncharacterized MFS-type transporter YhcA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcA PE=3 SV=2,90.3,527,51
OFBKKLGO_00840_pnpB,sp|P54586|YHCB_BACSU Uncharacterized protein YhcB OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcB PE=4 SV=1,94.3,175,10
OFBKKLGO_00845_bcrA_2,sp|P54592|YHCH_BACSU Uncharacterized ABC transporter ATP-binding protein YhcH OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcH PE=3 SV=1,79.6,304,62
OFBKKLGO_00848_cspB,sp|P32081|CSPB_BACSU Cold shock protein CspB OS=Bacillus subtilis (strain 168) OX=224308 GN=cspB PE=1 SV=1,98.5,65,1
OFBKKLGO_00851_tcyP,sp|P54596|TCYP_BACSU L-cystine uptake protein TcyP OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyP PE=1 SV=1,87.5,441,55
OFBKKLGO_00855_group_2163,sp|P54599|YHCO_BACSU Uncharacterized protein YhcO OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcO PE=3 SV=2,62.0,292,111
OFBKKLGO_00856_group_5526,sp|P54601|YHCQ_BACSU Spore coat protein F-like protein YhcQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcQ PE=3 SV=1,71.0,210,59
OFBKKLGO_00859_rluD_1,sp|P54604|YHCT_BACSU Uncharacterized RNA pseudouridine synthase YhcT OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcT PE=3 SV=2,71.2,302,87
OFBKKLGO_00861_hrp1_1,sp|P54606|YHCV_BACSU CBS domain-containing protein YhcV OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcV PE=4 SV=1,84.8,138,21
OFBKKLGO_00862_hxpB,sp|P54607|YHCW_BACSU Putative phosphatase YhcW OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcW PE=3 SV=1,83.6,220,36
OFBKKLGO_00863_group_15913,sp|P54608|YHCX_BACSU Hydrolase YhcX OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcX PE=3 SV=2,95.3,513,23
OFBKKLGO_00865_glpP,sp|P30300|GLPP_BACSU Glycerol uptake operon antiterminator regulatory protein OS=Bacillus subtilis (strain 168) OX=224308 GN=glpP PE=2 SV=1,83.8,191,31
OFBKKLGO_00866_glpF,sp|P18156|GLPF_BACSU Glycerol uptake facilitator protein OS=Bacillus subtilis (strain 168) OX=224308 GN=glpF PE=2 SV=2,87.6,275,33
OFBKKLGO_00867_glpK,sp|A7Z2U3|GLPK_BACVZ Glycerol kinase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=glpK PE=3 SV=1,97.4,496,13
OFBKKLGO_00868_glpD,sp|P18158|GLPD_BACSU Aerobic glycerol-3-phosphate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=glpD PE=2 SV=2,90.6,555,52
OFBKKLGO_00869_pgcA,sp|P18159|PGCA_BACSU Phosphoglucomutase OS=Bacillus subtilis (strain 168) OX=224308 GN=pgcA PE=1 SV=3,86.4,579,79
OFBKKLGO_00870_group_493,sp|O07527|YHCY_BACSU Sensor histidine kinase YhcY OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcY PE=3 SV=1,71.4,371,105
OFBKKLGO_00873_group_3500,sp|O07530|YHDB_BACSU Uncharacterized protein YhdB OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdB PE=4 SV=1,87.5,80,10
OFBKKLGO_00874_group_4520,sp|O07531|YHDC_BACSU Uncharacterized protein YhdC OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdC PE=3 SV=1,68.2,107,34
OFBKKLGO_00875_lytF,sp|O07532|LYTF_BACSU Peptidoglycan endopeptidase LytF OS=Bacillus subtilis (strain 168) OX=224308 GN=lytF PE=1 SV=2,71.1,492,129
OFBKKLGO_00876_nsrR,sp|O07573|NSRR_BACSU HTH-type transcriptional regulator NsrR OS=Bacillus subtilis (strain 168) OX=224308 GN=nsrR PE=4 SV=1,86.0,143,20
OFBKKLGO_00877_group_4523,sp|P37874|YGXB_BACSU Uncharacterized protein YgxB OS=Bacillus subtilis (strain 168) OX=224308 GN=ygxB PE=4 SV=2,74.1,491,127
OFBKKLGO_00879_phoA,sp|P19406|PPB4_BACSU Alkaline phosphatase 4 OS=Bacillus subtilis (strain 168) OX=224308 GN=phoA PE=1 SV=4,74.5,459,116
OFBKKLGO_00881_cysL_1,sp|P39127|CITR_BACSU HTH-type transcriptional regulator CitR OS=Bacillus subtilis (strain 168) OX=224308 GN=citR PE=3 SV=2,79.0,291,61
OFBKKLGO_00882_citA,sp|P39119|CISY_BACSU Citrate synthase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=citA PE=1 SV=2,76.2,362,86
OFBKKLGO_00883_ydaD_2,sp|O07575|YHDF_BACSU Uncharacterized oxidoreductase YhdF OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdF PE=3 SV=1,80.6,289,56
OFBKKLGO_00885_group_3504,sp|O07577|YHDH_BACSU Uncharacterized sodium-dependent transporter YhdH OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdH PE=3 SV=1,79.8,435,88
OFBKKLGO_00886_yhdK,sp|O07580|YHDK_BACSU Probable anti-sigma-M factor YhdK OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdK PE=1 SV=1,92.7,96,7
OFBKKLGO_00887_yhdL,sp|O07581|YHDL_BACSU Probable anti-sigma-M factor YhdL OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdL PE=1 SV=1,74.8,357,90
OFBKKLGO_00888_sigM,sp|O07582|SIGM_BACSU ECF RNA polymerase sigma factor SigM OS=Bacillus subtilis (strain 168) OX=224308 GN=sigM PE=1 SV=1,98.8,162,2
OFBKKLGO_00889_plsC,sp|O07584|PLSC_BACSU 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=plsC PE=1 SV=1,87.4,199,25
OFBKKLGO_00890_group_16026,sp|O07585|YHDP_BACSU UPF0053 protein YhdP OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdP PE=3 SV=1,93.0,443,31
OFBKKLGO_00891_group_5913,sp|O07586|CUER_BACSU HTH-type transcriptional regulator CueR OS=Bacillus subtilis (strain 168) OX=224308 GN=cueR PE=4 SV=1,83.8,142,22
OFBKKLGO_00893_pksF,sp|P40804|PKSF_BACSU Polyketide biosynthesis malonyl-ACP decarboxylase PksF OS=Bacillus subtilis (strain 168) OX=224308 GN=pksF PE=1 SV=3,61.8,400,153
OFBKKLGO_00894_group_2741,sp|O07589|YHDT_BACSU UPF0053 protein YhdT OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdT PE=3 SV=1,80.5,462,89
OFBKKLGO_00898_group_4527,sp|O07593|YHDX_BACSU Uncharacterized protein YhdX OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdX PE=4 SV=1,84.8,33,5
OFBKKLGO_00899_group_5914,sp|O07594|YHDY_BACSU Uncharacterized MscS family protein YhdY OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdY PE=3 SV=1,77.9,371,82
OFBKKLGO_00900_cobB,sp|O07595|NPD_BACSU NAD-dependent protein deacetylase OS=Bacillus subtilis (strain 168) OX=224308 GN=cobB PE=3 SV=1,78.1,242,53
OFBKKLGO_00901_group_4528,sp|O07596|YHEN_BACSU Putative polysaccharide deacetylase YheN OS=Bacillus subtilis (strain 168) OX=224308 GN=yheN PE=3 SV=1,71.3,282,81
OFBKKLGO_00902_dat,sp|O07597|DAAA_BACSU D-alanine aminotransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=dat PE=3 SV=1,73.7,281,74
OFBKKLGO_00905_nhaX,sp|O07552|NHAX_BACSU Stress response protein NhaX OS=Bacillus subtilis (strain 168) OX=224308 GN=nhaX PE=2 SV=2,74.1,166,43
OFBKKLGO_00906_yheI,sp|O07550|YHEI_BACSU Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI OS=Bacillus subtilis (strain 168) OX=224308 GN=yheI PE=1 SV=1,80.2,585,116
OFBKKLGO_00907_yheH,sp|O07549|YHEH_BACSU Probable multidrug resistance ABC transporter ATP-binding/permease protein YheH OS=Bacillus subtilis (strain 168) OX=224308 GN=yheH PE=1 SV=1,78.8,671,142
OFBKKLGO_00909_group_2745,sp|O07547|YHEF_BACSU Uncharacterized protein YheF OS=Bacillus subtilis (strain 168) OX=224308 GN=yheF PE=4 SV=1,64.1,39,14
OFBKKLGO_00910_group_2746,"sp|P84584|SAS2_BACIU Small, acid-soluble spore protein 2 OS=Bacillus subtilis OX=1423 PE=1 SV=2",92.1,63,5
OFBKKLGO_00911_group_16057,sp|O07546|YHEE_BACSU Uncharacterized protein YheE OS=Bacillus subtilis (strain 168) OX=224308 GN=yheE PE=4 SV=1,76.8,69,15
OFBKKLGO_00914_group_2747,sp|A7Z2Z0|Y1002_BACVZ UPF0754 membrane protein RBAM_010020 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_010020 PE=3 SV=1,95.8,377,16
OFBKKLGO_00915_group_5916,sp|A7Z2Z1|Y1003_BACVZ UPF0342 protein RBAM_010030 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_010030 PE=3 SV=1,96.6,116,4
OFBKKLGO_00916_yhaX,sp|O07539|YHAX_BACSU Stress response protein YhaX OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaX PE=1 SV=2,85.0,287,43
OFBKKLGO_00917_hemZ,sp|Q796V8|HEMZ_BACSU Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ OS=Bacillus subtilis (strain 168) OX=224308 GN=hemZ PE=2 SV=1,87.8,499,60
OFBKKLGO_00920_khtT_1,sp|O07535|KHTT_BACSU K(+)/H(+) antiporter subunit KhtT OS=Bacillus subtilis (strain 168) OX=224308 GN=khtT PE=1 SV=1,90.3,165,16
OFBKKLGO_00925_yhaP,sp|O07523|YHAP_BACSU Uncharacterized protein YhaP OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaP PE=1 SV=2,75.1,418,104
OFBKKLGO_00926_yhaO,sp|O07522|YHAO_BACSU Uncharacterized metallophosphoesterase YhaO OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaO PE=2 SV=1,68.7,406,125
OFBKKLGO_00928_yhaM,sp|A7Z305|YHAM_BACVZ 3'-5' exoribonuclease YhaM OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=yhaM PE=3 SV=1,98.1,314,6
OFBKKLGO_00930_prsA,sp|P24327|PRSA_BACSU Foldase protein PrsA OS=Bacillus subtilis (strain 168) OX=224308 GN=prsA PE=1 SV=1,84.9,278,41
OFBKKLGO_00931_group_16238,sp|O07518|YHAJ_BACSU Uncharacterized membrane protein YhaJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaJ PE=4 SV=2,76.2,172,41
OFBKKLGO_00932_yhaI,sp|O07517|YHAI_BACSU Uncharacterized protein YhaI OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaI PE=1 SV=1,82.7,110,19
OFBKKLGO_00933_hpr,sp|A7Z311|HPR_BACVZ HTH-type transcriptional regulator Hpr OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=hpr PE=3 SV=1,97.0,203,6
OFBKKLGO_00934_group_2752,sp|O07516|YHAH_BACSU Uncharacterized membrane protein YhaH OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaH PE=4 SV=1,81.4,118,22
OFBKKLGO_00935_group_16219,sp|C0H3Y3|YHZF_BACSU Uncharacterized membrane protein YhzF OS=Bacillus subtilis (strain 168) OX=224308 GN=yhzF PE=4 SV=1,77.6,58,13
OFBKKLGO_00936_trpP,sp|O07515|TRPP_BACSU Probable tryptophan transport protein OS=Bacillus subtilis (strain 168) OX=224308 GN=trpP PE=2 SV=2,76.2,172,41
OFBKKLGO_00937_serC,sp|P80862|SERC_BACSU Phosphoserine aminotransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=serC PE=1 SV=2,84.7,359,55
OFBKKLGO_00938_hit,sp|O07513|HIT_BACSU Protein hit OS=Bacillus subtilis (strain 168) OX=224308 GN=hit PE=1 SV=1,86.2,145,20
OFBKKLGO_00939_ecsA_1,sp|P55339|ECSA_BACSU ABC-type transporter ATP-binding protein EcsA OS=Bacillus subtilis (strain 168) OX=224308 GN=ecsA PE=1 SV=1,93.5,247,16
OFBKKLGO_00940_group_5922,sp|P55340|ECSB_BACSU Protein EcsB OS=Bacillus subtilis (strain 168) OX=224308 GN=ecsB PE=4 SV=1,75.7,408,99
OFBKKLGO_00942_group_4533,sp|O07598|YHAA_BACSU Putative amidohydrolase YhaA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhaA PE=3 SV=3,74.9,395,99
OFBKKLGO_00943_group_1429,sp|O07599|YHFA_BACSU Uncharacterized membrane protein YhfA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfA PE=4 SV=1,78.5,460,97
OFBKKLGO_00944_hmoB,sp|P38049|HMOB_BACSU Heme-degrading monooxygenase HmoB OS=Bacillus subtilis (strain 168) OX=224308 GN=hmoB PE=1 SV=1,84.9,166,25
OFBKKLGO_00945_pbpF,sp|P38050|PBPF_BACSU Penicillin-binding protein 1F OS=Bacillus subtilis (strain 168) OX=224308 GN=pbpF PE=2 SV=2,81.4,710,132
OFBKKLGO_00947_hemH,sp|P32396|CPFC_BACSU Coproporphyrin III ferrochelatase OS=Bacillus subtilis (strain 168) OX=224308 GN=cpfC PE=1 SV=1,84.8,309,47
OFBKKLGO_00948_hemY,sp|P32397|CGOX_BACSU Coproporphyrinogen III oxidase OS=Bacillus subtilis (strain 168) OX=224308 GN=cgoX PE=1 SV=1,86.1,469,65
OFBKKLGO_00949_group_16344,sp|P32398|YHGD_BACSU Uncharacterized HTH-type transcriptional regulator YhgD OS=Bacillus subtilis (strain 168) OX=224308 GN=yhgD PE=4 SV=1,86.2,189,26
OFBKKLGO_00950_smc_1,sp|P32399|YHGE_BACSU Uncharacterized protein YhgE OS=Bacillus subtilis (strain 168) OX=224308 GN=yhgE PE=4 SV=2,74.5,774,195
OFBKKLGO_00951_fabHB,sp|O07600|FABH2_BACSU 3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=fabHB PE=2 SV=1,80.9,324,62
OFBKKLGO_00953_ysdC_1,sp|O07603|YHFE_BACSU Putative aminopeptidase YhfE OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfE PE=3 SV=1,82.5,343,60
OFBKKLGO_00954_gltT,sp|O07605|GLTT_BACSU Proton/sodium-glutamate symport protein OS=Bacillus subtilis (strain 168) OX=224308 GN=gltT PE=3 SV=1,90.7,429,40
OFBKKLGO_00955_group_4539,sp|O07607|YHFI_BACSU Probable metallo-hydrolase YhfI OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfI PE=3 SV=1,83.5,243,40
OFBKKLGO_00956_lplJ,sp|O07608|LPLJ_BACSU Lipoate-protein ligase LplJ OS=Bacillus subtilis (strain 168) OX=224308 GN=lplJ PE=1 SV=1,85.8,331,47
OFBKKLGO_00957_yhfK,sp|O07609|YHFK_BACSU Uncharacterized sugar epimerase YhfK OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfK PE=2 SV=1,80.8,214,41
OFBKKLGO_00958_lcfB_2,sp|O07610|LCFB_BACSU Long-chain-fatty-acid--CoA ligase OS=Bacillus subtilis (strain 168) OX=224308 GN=lcfB PE=2 SV=2,76.0,512,123
OFBKKLGO_00959_group_2755,sp|O07611|YHFM_BACSU Uncharacterized protein YhfM OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfM PE=3 SV=1,56.2,130,57
OFBKKLGO_00960_htpX_1,sp|P40769|YHFN_BACSU Uncharacterized metalloprotease YhfN OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfN PE=3 SV=2,79.1,416,87
OFBKKLGO_00961_apr,sp|P00782|SUBT_BACAM Subtilisin BPN' OS=Bacillus amyloliquefaciens OX=1390 GN=apr PE=1 SV=1,100.0,381,0
OFBKKLGO_00963_pspB,sp|O07617|PHOE_BACSU Uncharacterized phosphatase PhoE OS=Bacillus subtilis (strain 168) OX=224308 GN=phoE PE=3 SV=1,71.4,189,54
OFBKKLGO_00964_yhfS,sp|O07618|YHFS_BACSU Putative acetyl-CoA C-acetyltransferase YhfS OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfS PE=2 SV=1,71.1,363,104
OFBKKLGO_00967_hemAT,sp|O07621|HEMAT_BACSU Heme-based aerotactic transducer HemAT OS=Bacillus subtilis (strain 168) OX=224308 GN=hemAT PE=1 SV=1,77.8,432,94
OFBKKLGO_00968_petC_1,sp|O07622|YHFW_BACSU Putative Rieske 2Fe-2S iron-sulfur protein YhfW OS=Bacillus subtilis (strain 168) OX=224308 GN=yhfW PE=3 SV=1,66.7,504,168
OFBKKLGO_00969_ydaD_3,sp|P40397|YHXC_BACSU Uncharacterized oxidoreductase YhxC OS=Bacillus subtilis (strain 168) OX=224308 GN=yhxC PE=3 SV=2,93.0,285,20
OFBKKLGO_00970_group_3518,sp|O31594|YHZC_BACSU Uncharacterized protein YhzC OS=Bacillus subtilis (strain 168) OX=224308 GN=yhzC PE=4 SV=1,88.3,77,9
OFBKKLGO_00971_comK,sp|P40396|COMK_BACSU Competence transcription factor OS=Bacillus subtilis (strain 168) OX=224308 GN=comK PE=1 SV=1,82.8,192,33
OFBKKLGO_00974_yncM,sp|O05411|YRPD_BACSU Uncharacterized protein YrpD OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpD PE=4 SV=1,80.4,235,44
OFBKKLGO_00975_group_1431,sp|O07555|YHJA_BACSU Uncharacterized protein YhjA OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjA PE=3 SV=1,84.3,89,14
OFBKKLGO_00976_group_5931,sp|A7Z354|Y1066_BACVZ UPF0145 protein RBAM_010660 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_010660 PE=3 SV=1,99.0,105,1
OFBKKLGO_00977_yodF_1,sp|O07556|YHJB_BACSU Uncharacterized symporter YhjB OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjB PE=3 SV=1,79.3,489,101
OFBKKLGO_00978_group_2172,sp|O07557|YHJC_BACSU Uncharacterized membrane protein YhjC OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjC PE=4 SV=1,81.8,66,12
OFBKKLGO_00979_group_1432,sp|O07558|YHJD_BACSU Uncharacterized protein YhjD OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjD PE=4 SV=1,68.1,116,37
OFBKKLGO_00981_sipV,sp|O07560|LEPV_BACSU Signal peptidase I V OS=Bacillus subtilis (strain 168) OX=224308 GN=sipV PE=2 SV=1,76.9,169,38
OFBKKLGO_00983_pchR,sp|Q796S4|YHJH_BACSU Uncharacterized HTH-type transcriptional regulator YhjH OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjH PE=4 SV=1,57.6,172,69
OFBKKLGO_00984_group_3519,sp|O07568|YHJN_BACSU Uncharacterized protein YhjN OS=Bacillus subtilis (strain 168) OX=224308 GN=yhjN PE=3 SV=1,72.2,378,99
OFBKKLGO_00985_tetA_1,sp|P39843|BMR2_BACSU Multidrug resistance protein 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=blt PE=3 SV=1,77.8,397,88
OFBKKLGO_00986_qacR,sp|P39897|MTRR_NEIGO HTH-type transcriptional regulator MtrR OS=Neisseria gonorrhoeae OX=485 GN=mtrR PE=1 SV=1,44.9,49,27
OFBKKLGO_00988_group_349,sp|P96697|YDFS_BACSU UPF0702 transmembrane protein YdfS OS=Bacillus subtilis (strain 168) OX=224308 GN=ydfS PE=3 SV=1,54.5,231,105
OFBKKLGO_00989_addB,sp|A7Z367|ADDB_BACVZ ATP-dependent helicase/deoxyribonuclease subunit B OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=addB PE=3 SV=1,97.3,1166,31
OFBKKLGO_00990_addA,sp|A7Z368|ADDA_BACVZ ATP-dependent helicase/nuclease subunit A OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=addA PE=3 SV=1,96.6,1234,42
OFBKKLGO_00991_cpdA_1,sp|P23479|SBCD_BACSU Nuclease SbcCD subunit D OS=Bacillus subtilis (strain 168) OX=224308 GN=sbcD PE=3 SV=5,85.6,390,55
OFBKKLGO_00993_group_847,sp|O06715|YISB_BACSU Uncharacterized protein YisB OS=Bacillus subtilis (strain 168) OX=224308 GN=yisB PE=4 SV=1,83.7,98,16
OFBKKLGO_00994_gerPF_1,sp|O06716|GERPF_BACSU Probable spore germination protein GerPF OS=Bacillus subtilis (strain 168) OX=224308 GN=gerPF PE=1 SV=2,91.5,71,6
OFBKKLGO_00996_gerPD,sp|O06718|GERPD_BACSU Probable spore germination protein GerPD OS=Bacillus subtilis (strain 168) OX=224308 GN=gerPD PE=1 SV=1,82.8,58,10
OFBKKLGO_00997_gerPC,sp|O06719|GERPC_BACSU Probable spore germination protein GerPC OS=Bacillus subtilis (strain 168) OX=224308 GN=gerPC PE=1 SV=1,72.3,155,42
OFBKKLGO_00999_gerPA,sp|O06721|GERPA_BACSU Probable spore germination protein GerPA OS=Bacillus subtilis (strain 168) OX=224308 GN=gerPA PE=1 SV=1,79.5,73,15
OFBKKLGO_01001_yisK,sp|O06724|YISK_BACSU Uncharacterized protein YisK OS=Bacillus subtilis (strain 168) OX=224308 GN=yisK PE=2 SV=1,82.7,301,52
OFBKKLGO_01002_group_5938,sp|A7Z380|Y1092_BACVZ UPF0344 protein RBAM_010920 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_010920 PE=3 SV=1,99.2,118,1
OFBKKLGO_01005_asnO,sp|O05272|ASNO_BACSU Asparagine synthetase [glutamine-hydrolyzing] 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=asnO PE=1 SV=3,85.8,613,87
OFBKKLGO_01007_yeeO,sp|O07940|YISQ_BACSU Uncharacterized transporter YisQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yisQ PE=3 SV=1,87.9,455,55
OFBKKLGO_01016_yitJ,"sp|O06745|YITJ_BACSU Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase OS=Bacillus subtilis (strain 168) OX=224308 GN=yitJ PE=2 SV=1",86.5,613,82
OFBKKLGO_01024_group_1434,sp|P70945|YITS_BACSU DegV domain-containing protein YitS OS=Bacillus subtilis (strain 168) OX=224308 GN=yitS PE=3 SV=1,74.8,282,71
OFBKKLGO_01025_group_16150,sp|P39803|YITT_BACSU UPF0750 membrane protein YitT OS=Bacillus subtilis (strain 168) OX=224308 GN=yitT PE=3 SV=2,92.5,280,21
OFBKKLGO_01026_group_2768,sp|P39804|IPI_BACSU Intracellular proteinase inhibitor OS=Bacillus subtilis (strain 168) OX=224308 GN=ipi PE=1 SV=1,57.5,120,50
OFBKKLGO_01027_group_3531,sp|C0H3Y5|YIZC_BACSU Uncharacterized protein YizC OS=Bacillus subtilis (strain 168) OX=224308 GN=yizC PE=4 SV=1,84.6,65,10
OFBKKLGO_01029_yitU,sp|P70947|YITU_BACSU 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU OS=Bacillus subtilis (strain 168) OX=224308 GN=yitU PE=1 SV=1,78.9,270,57
OFBKKLGO_01030_group_5944,sp|P70948|YITV_BACSU Putative esterase YitV OS=Bacillus subtilis (strain 168) OX=224308 GN=yitV PE=4 SV=2,74.4,254,65
OFBKKLGO_01031_sufT,sp|P70949|SUFT_BACSU Fe-S protein maturation auxiliary factor YitW OS=Bacillus subtilis (strain 168) OX=224308 GN=yitW PE=3 SV=2,94.1,102,6
OFBKKLGO_01034_deoB,sp|P46353|DEOB_BACSU Phosphopentomutase OS=Bacillus subtilis (strain 168) OX=224308 GN=drm PE=3 SV=3,85.2,81,12
OFBKKLGO_01035_punA,sp|P46354|PUNA_BACSU Purine nucleoside phosphorylase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=punA PE=1 SV=1,86.6,269,36
OFBKKLGO_01037_spoIIAA,sp|P10727|SP2AA_BACSU Anti-sigma F factor antagonist OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIIAA PE=1 SV=3,92.3,117,9
